text	service	location	cleanliness	business
PS. the breakfast is good!	1.0	1.0	1.0	1.0
Good Times -	0.8	1.0	1.0	1.0
Lots of fun Me and my girlfriend just returned from the bravelo beach resort in Punta Cana, and we were overall very satisfied.	0.8	1.0	1.0	1.0
The resort was right on the beach lots of palm Trees very tropical, we always had good service at the restaurants; the best and most friendly restaurant was the Mexican.	0.8	1.0	1.0	1.0
The service was very welcoming, the bars were really busy and the wait for drinks took a little longer, but we were not disappointed waiting a few extra minutes for our drinks.	0.8	1.0	1.0	1.0
The staff was very friendly, sometimes they looked overworked and tired, but if you are nice to them and treat them with respect they will give you a smile and serve you well.I read a lot of negative reviews about this resort, but to be very honest as I do a lot of traveling to the Caribbean countries this one was defiantly a decent resort with lots of great activities.	0.8	1.0	1.0	1.0
When you travel to the Caribbean you have to be prepared that not everything is going to be perfect, but you have to have a positive attitude and always make the best out of everything.	0.8	1.0	1.0	1.0
Small, but sexy room	0.8	0.8	1.0	1.0
Yes, the room is small.	0.8	0.8	1.0	1.0
The queen sized bed on one wall with a small desk on one side and a small nightstand on the other.	0.8	0.8	1.0	1.0
However, the room is styled so nicely and sexy that it's not even noticed.	0.8	0.8	1.0	1.0
Excellent bedding and appointments really set this place apart from other rooms in this town.	0.8	0.8	1.0	1.0
It's San Francisco, how much time do you really expect to spend in the room!?!?!	0.8	0.8	1.0	1.0
The bathroom is really nice sized considering the size of the room; plenty large enough for two people to navigate in.	0.8	0.8	1.0	1.0
The Aveda products were also a nice surprise!	0.8	0.8	1.0	1.0
The sitting room off to the side of the room was the best part; plasma screen on the wall, armoire for hanging up clothes, a mini bar and a loveseat.	0.8	0.8	1.0	1.0
Even with all of that in the room it still didn't feel small to me.This room is perfect for two people coming in to town for a weekend getaway or one person traveling on business.	0.8	0.8	1.0	1.0
I will certainly stay here again when I pass through.	0.8	0.8	1.0	1.0
Heavenly is right!	0.8	0.0	0.8	0.0
This was our first stay at a Westin, and it was definitely very close to heaven.	0.8	0.0	0.8	0.0
The rooms were very clean, and we had a beautiful view of the Hudson river from the 22nd floor.	0.8	0.0	0.8	0.0
The beds were extremely comfortable as is the trademark of the Heavenly beds.	0.8	0.0	0.8	0.0
The service was good overall, and breakfast we had was delivered on time and was very tasty.	0.8	0.0	0.8	0.0
I had to ask for bathrobes which were advertised as part of the room package, but they were delivered promptly.	0.8	0.0	0.8	0.0
The bathroom door was a pocket metal door with a glass insert panel that slammed shut every time it closed.	0.8	0.0	0.8	0.0
You could hear the doors shut in the adjacent rooms as well, but overall it was a great experience for Times Square during the Christmas season.	0.8	0.0	0.8	0.0
The price was jacked up for the Christmas holiday, but you only live once!	0.8	0.0	0.8	0.0
Perfect hotel at a perfect location	0.0	0.0	0.0	0.0
My girlfriend and me stayed at the hotel Cadran over the wekend.	0.0	0.0	0.0	0.0
The room we had was perfect.	0.0	0.0	0.0	0.0
It was newly renovated, clean and had a modern design.	0.0	0.0	0.0	0.0
Also the location of the hotel is perfect.	0.0	0.0	0.0	0.0
It is only a short walk away from the Eiffel tower.	0.0	0.0	0.0	0.0
The metro station and lots of good restaurants are just around the corner.	0.0	0.0	0.0	0.0
Even though the room was very quiet.I highly recommend this hotel and I will definetly stay here again at my next Paris visit.	0.0	0.0	0.0	0.0
NYC in the summer	0.8	1.0	0.8	0.6
Stayed here for an overnight while we were in town for a show.	0.8	1.0	0.8	0.6
Hotel is good for a home base, but not real big (no business center, etc).	0.8	1.0	0.8	0.6
Good location between Times Square and Central Park, Blue line station on 50th and 8th, walk to theaters, plus hot and cold breakfast with 2 staff members in the dining area.	0.8	1.0	0.8	0.6
Rooms are standard, beds are new, staff in helpful.	0.8	1.0	0.8	0.6
They were selling broadway theater tix at the concierge desk.	0.8	1.0	0.8	0.6
Call ahead, but I think that offered a different show each day.	0.8	1.0	0.8	0.6
Good price ($200) for a clean, safe, mid-town room (2 double beds) that includes breakfast.	0.8	1.0	0.8	0.6
"it wont dissapoint!"	0.8	0.0	1.0	0.0
Content>We stayed here for two nights on the recommendation of others on trip advisor.	0.8	0.0	1.0	0.0
We were very cautious because we were taking our two year old daughter and wanted to ensure that it was suitable.	0.8	0.0	1.0	0.0
Well, it didnt let us down.	0.8	0.0	1.0	0.0
We stayed in a 1 bedroom lake view suit.	0.8	0.0	1.0	0.0
It was clean, modern and spacious enough.	0.8	0.0	1.0	0.0
We were suprised by the 42 flat screen tv on the wall when we opened the door!.	0.8	0.0	1.0	0.0
Content>There was some road noise at night, not from the main road directly below, but from the free-way behind, but this didnt spoil our much needed sleep.	0.8	0.0	1.0	0.0
The pool was fine, clean and towels were available in the pool area.	0.8	0.0	1.0	0.0
Like others before, i agree that the lift took ages to arrive at times, which was mildly frustrating!.	0.8	0.0	1.0	0.0
The courtesy bus was excellent and always available.A great hotel!	0.8	0.0	1.0	0.0
Loved this hotel	1.0	1.0	1.0	1.0
I disagree with some of the reviews i have read on tripadvisor re this hotel.	1.0	1.0	1.0	1.0
we stayed one night at the loew's hotel miami beach where we have stayed many times and then moved to this hotel for 2 nights.	1.0	1.0	1.0	1.0
what a huge difference!	1.0	1.0	1.0	1.0
the mandarin blows loew's away...and we will be staying at the mandarin in the future.	1.0	1.0	1.0	1.0
From the time you walk in the door, this hotel makes you feel welcome.	1.0	1.0	1.0	1.0
the staff goes out of their way to make sure you are happy and comfortable.	1.0	1.0	1.0	1.0
there were always two doormen opening the lobby doors and my car door, offering bottled water for my drive; the front desk walked us to the elevators; the room attendants were dressed nicely and left special touches in the room and the room was very clean - my husband and i took a bath both nights (we never do that); the bath towels are luxurious; the room size and the bathroom size are larger than most; the bed is very comfortable; the hotel is very generous with room amenities; the food at cafe sambal was delicious (azul was closed for renovations).	1.0	1.0	1.0	1.0
Yes the pool is small but the last thing i want to do at a hotel is sit around a pool with a lot of people.	1.0	1.0	1.0	1.0
the beach was magnificent.	1.0	1.0	1.0	1.0
I suppose the thing that stood out most to me was the friendliness of the staff; if they weren't genuine, they certainly fooled me and my mate. i loved every aspect of this hotel and i will definitely be back, especially to go to the spa. the spa looks unbelievable and unfortunately, we were on business and did not have the time.	1.0	1.0	1.0	1.0
Ticks all the boxes	0.8	1.0	1.0	0.8
Have recently returned from a four night stay in the lenox a great experience.	0.8	1.0	1.0	0.8
Firstly location is perfect close to Boston Common and handy for trains ( harvard trip a must) and short taxi rides to anywhere else you want to visit.	0.8	1.0	1.0	0.8
The rooms were well appointed and roomy enough bathrooms were fine.	0.8	1.0	1.0	0.8
There are two bars an Irish bar a little more casual and the city bar very busy and a little more highbrow.	0.8	1.0	1.0	0.8
The gym is small but does a job.Staff very pleasant over all and doorstaff were very helpful.	0.8	1.0	1.0	0.8
Overall if you stay at the lenox you will not be disappointed	0.8	1.0	1.0	0.8
Lovely Hotel Cannot speak highly enough of The London Bridge Hotel.	1.0	1.0	1.0	1.0
Our room was delightful, the service was brilliant and the breakfast was superb.	1.0	1.0	1.0	1.0
Stayed for three nights in July and wished it was longer!!!	1.0	1.0	1.0	1.0
Thanks to all staff.	1.0	1.0	1.0	1.0
Beautiful Stay Wonderful hotel, excellent location!	0.0	0.0	0.0	0.0
You are in walking distance (minutes) to Bourbon Street, Canal Street, and the French Market.	0.0	0.0	0.0	0.0
The rooms were beautiful, not large, but definitely enough room for two.	0.0	0.0	0.0	0.0
The hotel has completed $70 million in renovations, and it shows.	0.0	0.0	0.0	0.0
The bathroom was decorated with marble tile and granite countertop.	0.0	0.0	0.0	0.0
The shower was great- lots of pressure and no temperature fluctuations.	0.0	0.0	0.0	0.0
The hotel bar is unique with a revolving central carousel.	0.0	0.0	0.0	0.0
The Hunt Grill was wonderful- try the crab bisque and crab cakes.	0.0	0.0	0.0	0.0
They left an offer in our room for a free bottle of wine with 2 entrees in the restaurant, which was a nice touch.	0.0	0.0	0.0	0.0
We would definitely return to this hotel!	0.0	0.0	0.0	0.0
ugly inside, nice outside (nice location) aaaaahh!	0.8	0.6	0.2	0.2
very ugly room.	0.8	0.6	0.2	0.2
but it has a very nice location.	0.8	0.6	0.2	0.2
Great Stay in Downtown Miami	1.0	0.8	1.0	0.8
We chose the Mandarin Oriental as we felt to old for South Beach and we were glad we made the right choice.	1.0	0.8	1.0	0.8
The hotel is lovely - all rooms have balconies and we chose the Executive Suite - lots of space and a lovely bathroom.	1.0	0.8	1.0	0.8
A cab to SoBe was $30 and if you're staying at the M.O. then this is a small price to pay.	1.0	0.8	1.0	0.8
The service was very good, prices for meals and drinks expensive as you would expect - no point in whinging about a $12 martini if your paying hundreds for the room.	1.0	0.8	1.0	0.8
For those of us visitors without cars, taxis were easy to get and there is a new complex called Mary Brickell Village which has some good restaurants and is a 10 minute walk away.	1.0	0.8	1.0	0.8
The in-room facilities have it all, although no flat screen TVs yet.	1.0	0.8	1.0	0.8
The amenities are Aromatherapy Associates of London - smell of lavender and rose - delightful, conditioner is great.	1.0	0.8	1.0	0.8
Load of fresh fluffy towels.	1.0	0.8	1.0	0.8
Pool is a bit small but adequate, the gym well equipped but not used much.	1.0	0.8	1.0	0.8
Azul was a fantastic meal - delicious contempory food and slick service but the only detractor was that it arrived on a cold plate.	1.0	0.8	1.0	0.8
The only other detractor was the bar - off to one side of reception and seemed like a last minute thought - slick service and a list of over 200 martini - we were sorry we didn't stay long enough to try them all.	1.0	0.8	1.0	0.8
Wonderful Hotel We stayed at this hotel for two nights to celebrate my birthday, and couldn't have asked for better.	1.0	1.0	1.0	1.0
We had booked one of the red rooms, but on arrival were informed that one of the suites was available in an adjacent building down a short Calle.	1.0	1.0	1.0	1.0
We were offered it at a reduced rate of an additional 鈧?	1.0	1.0	1.0	1.0
0 a night instead of the usual 鈧?	1.0	1.0	1.0	1.0
0 with breakfast included.	1.0	1.0	1.0	1.0
Once we had seen the picture, we were hooked and when we saw it, we knew we had made the right choice.	1.0	1.0	1.0	1.0
It was lovely, and looked very recently done.	1.0	1.0	1.0	1.0
There was a king size fourposter bed,draped in white muslin.	1.0	1.0	1.0	1.0
Dressing table, and wardrobe all beautifully decorated.	1.0	1.0	1.0	1.0
The walls are covered in cream striped fabric, and there are very beautiful wall lights and table lamps.	1.0	1.0	1.0	1.0
The windows were dressed with acres more white muslin and luxuriously draped curtains.	1.0	1.0	1.0	1.0
The room was equipped with a security box in the wardrobe and a very efficient mini bar, not to mention the wall mounted flat screen TV.The bathroom was spotlessly clean, and equipped with a superb shower cubicle.	1.0	1.0	1.0	1.0
Everything from spare toothbrushes, razors , shower caps, shoe polishing sponges and a very handy sewing kit.	1.0	1.0	1.0	1.0
Huge, white fluffy bath sheets too.The airconditioning unit was very efficient.	1.0	1.0	1.0	1.0
The double glazing kept out all noise, and the shutters were excellent too.	1.0	1.0	1.0	1.0
It was hard to believe that you were only a couple of hundred yards away from the Grand Canal, you heard nothing, not even the church bells!	1.0	1.0	1.0	1.0
The entry hall was all marble, as were the two flights of stairs you had to climb to get to our suite.	1.0	1.0	1.0	1.0
Entry was via a buzzer system operated from the reception area, then a security card key to your suite.	1.0	1.0	1.0	1.0
We were never kept waiting to get in form more than a minute.	1.0	1.0	1.0	1.0
The hotel has tables and chairs right on the Grand Canal, and a shady area to the side under two large sun shades.	1.0	1.0	1.0	1.0
We sat there for a couple of hours every afternoon with a drink or two just watching Venice pass by.	1.0	1.0	1.0	1.0
Entertainment was provided by the Gondoliers based at the Gondola station right outside the notel, their banter is wonderful to watch.	1.0	1.0	1.0	1.0
Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit.	1.0	1.0	1.0	1.0
We got down later one morning, nearer 10 than 7, and there was still plenty to choose from.	1.0	1.0	1.0	1.0
Fresh coffee is made for you from an impressive machine at reception.	1.0	1.0	1.0	1.0
A choice of teas was also available.	1.0	1.0	1.0	1.0
The breakfast room was very well presented, and you can also breakfast outside or in the bar area.	1.0	1.0	1.0	1.0
We did all three during our stay.	1.0	1.0	1.0	1.0
The reception staff and all the waiting/bar staff were extremely helpful and friendly.	1.0	1.0	1.0	1.0
Nothing was too much trouble.	1.0	1.0	1.0	1.0
Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous!	1.0	1.0	1.0	1.0
We will definately be returning, and recommending it to anyone we know is intending to visit Venice.	1.0	1.0	1.0	1.0
Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.	1.0	1.0	1.0	1.0
They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep.	1.0	1.0	1.0	1.0
You cannot go wrong.	1.0	1.0	1.0	1.0
We were asked when we left if we could think of anyway the stay could have been better, we honestyly couldn't hink of anything at all.	1.0	1.0	1.0	1.0
On reflection, a chest of drawers might be a useful addition to Room 515, but in the scale of things, how minor is that?	1.0	1.0	1.0	1.0
Pretty much faultless, we loved it.	1.0	1.0	1.0	1.0
Great value in Seattle	0.6	0.8	1.0	0.6
Myself and spouse stayed at the Warwick Seattle for four days in September.	0.6	0.8	1.0	0.6
This hotel does not disappoint as a reasonably priced stay in the downtown area.	0.6	0.8	1.0	0.6
It's an easy walk to all sightseeing attractions (five blocks from the waterfront) and there is a free bus in Seattle but we could never figure out how that worked (do some research before you go!!).	0.6	0.8	1.0	0.6
Our room (king bed) was spacious and nicely appointed, very comfortable and with plenty of pillows.	0.6	0.8	1.0	0.6
The coffee in the room of course was great (this being Seattle).	0.6	0.8	1.0	0.6
The bath is finished in marble with a deep tub and hand-held shower which was a nice touch.	0.6	0.8	1.0	0.6
Toiletries were below average but that's not a huge consideration for us.	0.6	0.8	1.0	0.6
Our only complaints concerned the front desk.	0.6	0.8	1.0	0.6
I had made two reservations: one for the first part of our trip and one for the third leg (after Olympic Penninsula) but decided to cancel the second reservation.	0.6	0.8	1.0	0.6
When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.	0.6	0.8	1.0	0.6
We moved to the second desk clerk when she was free and were told that our reservation could not be found.	0.6	0.8	1.0	0.6
No attempt was made to look for it.	0.6	0.8	1.0	0.6
We had to walk up the stairs to the parking garage and get our confirmation from our luggage and only then did they find the reservation.	0.6	0.8	1.0	0.6
The following day my office tried to call and was told that we weren't staying there.	0.6	0.8	1.0	0.6
Parking is $21/day which is pretty steep but the only option because parking in Seattle is scarce.	0.6	0.8	1.0	0.6
The hotel doesn't have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).	0.6	0.8	1.0	0.6
Good position, nice staff and very clean rooms !	0.0	0.0	0.0	0.0
We have stayed 3 nights in september 2006 in the Catedral Hotel in Mexico and we really enjoyed it !All the requirements for a quick visit of Mexico city are there:- Mexico is a huge city with many places to see and this hotel is at 5 minutes from the Zocalo, 5 min from the centro historico and 2 very close metro stations are in the area.- The hotel in itself is very nice, the staff is multilingual speaking and the room was very clean and well agenced.	0.0	0.0	0.0	0.0
The bathroom is also very nice and quite big.	0.0	0.0	0.0	0.0
- The restaurant of the hotel serves very good breakfast for honest prices and the evenig you can also eat there correctly and have a quite light bill.	0.0	0.0	0.0	0.0
- other services are available : travel agency, security boxes in the reception, internet for 10 pesos per 15 minutes and the reception can keep your luggages if you are away for your last day...	0.0	0.0	0.0	0.0
Great Place, Great Price, Great Staff, But...	1.0	0.0	1.0	0.0
Well so much good had been said about this hotel I knew we would be happy staying here.	1.0	0.0	1.0	0.0
It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information!	1.0	0.0	1.0	0.0
She was always smiling, and ready with any questions.	1.0	0.0	1.0	0.0
We booked the city tour thru her (she did all the calling) and she helped us reserve tickets for Alcatraz.	1.0	0.0	1.0	0.0
The location is perfect, right in the middle of the city, easy to walk anywhere, or hop on transit.	1.0	0.0	1.0	0.0
And we did, we saw so much!	1.0	0.0	1.0	0.0
The positives on the room are that is was a large room, king bed was nice, it was also very clean.	1.0	0.0	1.0	0.0
Negatives, sheets had small holes or even areas where it was torn.	1.0	0.0	1.0	0.0
Towels were small and very rough.	1.0	0.0	1.0	0.0
Very thin walls and floors, could hear your neighbours all around.	1.0	0.0	1.0	0.0
Furniture was old and shows the wear and tear.	1.0	0.0	1.0	0.0
Water in the shower went from cold to hot and back again.	1.0	0.0	1.0	0.0
All in all it was adequate for what we needed.	1.0	0.0	1.0	0.0
The price was certainly good.	1.0	0.0	1.0	0.0
But I don't think I would stay here again, I may need to pay more and get more.	1.0	0.0	1.0	0.0
Inexpensive Boutique-like Hotel	1.0	1.0	1.0	1.0
If you don't mind a 20 minute train ride to get into the city, this is the place to stay in Amsterdam.	1.0	1.0	1.0	1.0
I booked this hotel for less than $100 USD and it is one of the best values that I have ever received from a hotel.	1.0	1.0	1.0	1.0
The check-in is amazingly quick and can be done without talking to anyone, if you choose.	1.0	1.0	1.0	1.0
The computer guides you through the system; however, two guest service personnel stand by for your convenience.	1.0	1.0	1.0	1.0
The lobby is beautiful.	1.0	1.0	1.0	1.0
The room is small (the width of the room is the length of a kingsized bed), but it is so well laid out, you would hardly notice the size.	1.0	1.0	1.0	1.0
The pod toilet is private enough that you don't feel awkward about utilizing the facility with another person in the room.	1.0	1.0	1.0	1.0
The TV and the room remote control is awesome.	1.0	1.0	1.0	1.0
Now, the only negative about this room...the shower.	1.0	1.0	1.0	1.0
Since the pod shower only works when it is closed, it is not possible to get warm water flowing before you step into the pod.	1.0	1.0	1.0	1.0
This burst of cold water from the roof of the shower is quite the wake-up.	1.0	1.0	1.0	1.0
The check-out from the room is just as easy as the check-in.	1.0	1.0	1.0	1.0
The hotel is immediately adjacent to the airport and it is perfect for early morning departures!	1.0	1.0	1.0	1.0
Also, I will seriously consider this as my base hotel for visiting Amsterdam in the future, despite the fact that it is a brief train ride from the center of town.	1.0	1.0	1.0	1.0
Note, the room can only accommodate two people who are close!	1.0	1.0	1.0	1.0
Meaning, don't expect your family of four to be comfortable in one room.	1.0	1.0	1.0	1.0
Can't fault it...	1.0	1.0	1.0	1.0
I am lucky enough to travel to Tokyo quite a lot and I always stay at the Okura (South Wing).	1.0	1.0	1.0	1.0
Colleagues ask me why when I can stay at one of the massive chain hotels, also on the approved list.	1.0	1.0	1.0	1.0
The answer is pretty simple - you just cannot fault the Okura for price, location and for comfort.A previous reviewer commented on the decor seeming old fashioned.	1.0	1.0	1.0	1.0
It's like stepping into my nan's living room with brown and orange geometric patterned carpets and 70s furniture.	1.0	1.0	1.0	1.0
It's not true to say that it hasn't been renovated, though.	1.0	1.0	1.0	1.0
Part of the beauty of the Okura is that they *do* renovate it every few years - they just keep it the same way and I kind of like that.	1.0	1.0	1.0	1.0
Over the past few years, major chains such as the Grand Hyatt, Conrad (and most recently) the Ritz Carlton have opened up in Tokyo, but I am a big fan of the Japanese-style service at the Okura - honestly nothing is too much trouble, and the response time is ludicrously fast when you call for help - laundry, iron etc.	1.0	1.0	1.0	1.0
The big chains and their attempt to instill some americana into Japan result in a dilution of the excellent Japanese service ethic, which as visitors will know, is out of this world, but very rule-bound.	1.0	1.0	1.0	1.0
Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo (bath) which you would normally have to pay for.	1.0	1.0	1.0	1.0
In addition, you get two laundry vouchers for complimentary shirt wash and press (really handy) and a drinks voucher, which is perfect for a quick glass of wine before you hit the sack.I have spent many a night in the Highlander Bar which is possibly the tackiest Scottish theme bar in the world, but apparently a favourite of John Lennon and Yoko Ono (The Okura's Presidential Suite was home for the lovely couple during their time in Tokyo, I am told).	1.0	1.0	1.0	1.0
Even if this is an urban myth, I don't care.	1.0	1.0	1.0	1.0
I really can't imagine John and Yoko sitting amongst the crap Scottish memorabilia, but I hope it's true.I have only ever eaten at the Chinese restaurant in the Okura - To Ka Lin - and it is exquisite.	1.0	1.0	1.0	1.0
Expensive though, but it is supposedly the best Chinese restaurant in Japan.	1.0	1.0	1.0	1.0
Not sure about that - take a trip to Yokohama's Chinatown - but it is very good if you're feeling lazy and can't be bothered to venture out of the hotel.	1.0	1.0	1.0	1.0
If you're heading to Tokyo, whether it's business or pleasure, I definitely recommend the Okura. 70s kitsch, crap Scottish bar - it's all good.	1.0	1.0	1.0	1.0
Nice boutique hotel in a fabulous city!	0.0	0.8	1.0	0.8
I鈥檓 working on fulfilling my New Year鈥檚 resolution to be more diligent about writing hotel reviews on tripadvisor!We stayed at this hotel for 3 nights in December 2006.	0.0	0.8	1.0	0.8
Overall Hotel California offers a fantastic value.	0.0	0.8	1.0	0.8
The two things that really did it for me were the beds (very comfortable and we loved the flannel sheets!)	0.0	0.8	1.0	0.8
and the free internet with printer on the mezzanine.	0.0	0.8	1.0	0.8
Our room was not large but nicely decorated and very sunny with a good sized bay window looking out onto Geary Street.	0.0	0.8	1.0	0.8
I did not notice traffic sounds during our stay, but I also sleep like the dead so it鈥檚 no surprise.	0.0	0.8	1.0	0.8
The room had wood floors so I halfway expected my socks to pick up dust and whatnot walking around, but the floor was spotless- as was the entire room.	0.0	0.8	1.0	0.8
The staff members were generally very helpful and pleasant.	0.0	0.8	1.0	0.8
Several times they assisted us with public transportation schedules and attraction information.	0.0	0.8	1.0	0.8
Note: None of them appeared to be a 'concierge' per se and noone offered to make us dinner reservations when asked about restaurants, so expect to take care of these details on your own.	0.0	0.8	1.0	0.8
We love boutique hotels with eclectic features, so this was a good fit for us.	0.0	0.8	1.0	0.8
If you prefer large corporate-style hotels this may not be the place for you.	0.0	0.8	1.0	0.8
Next time we are in San Fran we will likely stay at the Westin, but as a more economical alternative only 2 blocks down, this place is great!	0.0	0.8	1.0	0.8
Honestly, this may be one of the best values in San Fran, a place that defies the meaning of 'value'.	0.0	0.8	1.0	0.8
We were only disappointed we couldn鈥檛 stay longer in this great city.	0.0	0.8	1.0	0.8
Friendly staff, great location	1.0	0.0	0.8	0.0
My husband and I stayed at the Park Hotel and enjoyed our time in Amsterdam.	1.0	0.0	0.8	0.0
The hotel is in a great location!	1.0	0.0	0.8	0.0
The staff was so friendly and helpful, and our room was above average, considering the norm for hotels in Europe.	1.0	0.0	0.8	0.0
The prices were high, but the location can't be beat.	1.0	0.0	0.8	0.0
Knew the seminyak area well but hads never stayed at the Sofitel before.	0.6	0.0	0.6	0.0
was slightly cautious after reviews on here but was more than happy with what we ended up with - room was fine, perfectly large enough for European tastes.	0.6	0.0	0.6	0.0
Did have the same problem with aircon but it was stuck on 23C not 25, so not such a problem.	0.6	0.0	0.6	0.0
breakfast fantastic, as everyone has said before, and ate drank around the pool most days - certainly no complaints, and given the decent GBP/USD rate no complaints re prices.	0.6	0.0	0.6	0.0
Wine a touch expensive, but other stuff - beer (拢1.	0.6	0.0	0.6	0.0
20), cocktails well within our budgets.	0.6	0.0	0.6	0.0
food also of a very good standard.	0.6	0.0	0.6	0.0
I would agree that sometimes the standard isn't great all the time, but they do at least make the effort, which is half the point in my opinion.	0.6	0.0	0.6	0.0
For what we paid I have nothing to complain about, and will happily return.	0.6	0.0	0.6	0.0
Wouldn't stay anywhere else!!!!	0.0	1.0	1.0	0.0
Just got back from a wonderful 4 day trip to NYC and had such a greatl experience staying at the Chelsea Lodge.	0.0	1.0	1.0	0.0
We went fully aware that the rooms were small, and yes they were, but spotless and charming.	0.0	1.0	1.0	0.0
It is called a LODGE...and that's exactly what it felt like.	0.0	1.0	1.0	0.0
Staff was very nice and welcoming.	0.0	1.0	1.0	0.0
Shared toilets are not a problem at all.	0.0	1.0	1.0	0.0
Great air conditioning...and we needed it as it was very hot.	0.0	1.0	1.0	0.0
Located on a very safe street in Chelsea...steps away from many restaurants and cafes.	0.0	1.0	1.0	0.0
For great morning coffee and pastries try La Bergamote on 9th Ave at 20th.	0.0	1.0	1.0	0.0
The Lasagna Ristorante on 8th is very good as well.	0.0	1.0	1.0	0.0
Staying at the Chelsea Lodge makes u feel as if you are living there and not just a visitor to a typical sterile hotel room.	0.0	1.0	1.0	0.0
If you are expecting a 5 star luxury hotel with all ammenities then you will probably be disappointed with the Chelsea Lodge....but for those who want an affordable,safe clean accomodation with lots of character right in the middle of everything...u cannot beat this place.	0.0	1.0	1.0	0.0
Could go on for days about how pleased we were.	0.0	1.0	1.0	0.0
Such a great find....we will DEFINITELY be back.	0.0	1.0	1.0	0.0
An experience of a lifetime	0.0	0.0	0.0	0.0
Service was great!!!	0.0	0.0	0.0	0.0
Greater: Lizandro Rodriguez, was very friendly and curteous the whole week I was there.	0.0	0.0	0.0	0.0
He made sure I was happy.	0.0	0.0	0.0	0.0
When I arrived to the hotel I was very sick and he send medicine to my room as well as room service.	0.0	0.0	0.0	0.0
Thank's to him I was able to enjoy my stay.	0.0	0.0	0.0	0.0
I'm planing my next vacation for next year.	0.0	0.0	0.0	0.0
Loved it all!	1.0	1.0	1.0	0.0
Stayed here between 13th Oct and 17th Oct.	1.0	1.0	1.0	0.0
After travelling for 16 days across the USA, ie, Anaheim,Las Vegas New York, we were ready for some rest and relaxation and that is what we got.	1.0	1.0	1.0	0.0
The room was great with partial ocean views and city views even though we'd only paid for city views.	1.0	1.0	1.0	0.0
Big enough and confortable for my husband, daughter and me.	1.0	1.0	1.0	0.0
Right across from the International Market Place and close to any shop or bus stop or anything you wanted.	1.0	1.0	1.0	0.0
Dukes was fantastic, we had breakfast there every morning and also dinner once.	1.0	1.0	1.0	0.0
The staff were excellent- very friendly even during and after the earthquake.	1.0	1.0	1.0	0.0
Can't commend the staff highly enough including the General Manager Greg, during this difficult time.	1.0	1.0	1.0	0.0
We were all fed free of charge, breakfast, lunch and dinner and everyone had smiles on their faces.	1.0	1.0	1.0	0.0
They were even baking cookies and making popcorn at 8.30 pm, when we still had no electricity.	1.0	1.0	1.0	0.0
We had friends at other hotels that were fed but had to pay for their meals even though they queued up just like us.I would highly recommend this hotel and my family are already planning our trip back in 2008.	1.0	1.0	1.0	0.0
Mahalo and Aloha!!!!!!!	1.0	1.0	1.0	0.0
Good location - average rooms - Great Exec Lounge	0.6	0.8	0.6	0.0
We stayed with our daughters at this downtown Hilton property for three night over the holiday weekend.	0.6	0.8	0.6	0.0
We had a nice view of the bay, although some buildings got in the way.	0.6	0.8	0.6	0.0
The front desk staff was very polite and helpful with me, but I did see them treat some older guests with a little disrespect.	0.6	0.8	0.6	0.0
Parking was a joke at $26.00 per nite.	0.6	0.8	0.6	0.0
On the positive side - the Executive Lounge, although a little cramped, offered free drinks and appetizers everynight from 5 - 9pm and the Exec Concierge was very helpful.	0.6	0.8	0.6	0.0
He put together a dinner at Salty's that included a complimentary limo ride to and from the Hilton - a big win for the kids.	0.6	0.8	0.6	0.0
I would stay here again on points of for business, but if it was my own money I might look around before booking it.	0.6	0.8	0.6	0.0
A Gem of a	0.8	0.0	1.0	0.0
Hotel for Tourists For those on vacation to Mexico City, you can't get any better than this lovely hotel.	0.8	0.0	1.0	0.0
Its location is perfect, overlooking a beautiful cathedral, the national palace, the ruins of the Aztec pyramids, and one of the largest squares in the world.	0.8	0.0	1.0	0.0
More historical and cultural sites are within walking distance than we could possibly see in our 5 day stay.	0.8	0.0	1.0	0.0
We arrived in the evening and had dinner on the terrace at the hotel restaurant, looking out over the historical center and the twinkling city lights.	0.8	0.0	1.0	0.0
A breathtaking view by any standard.	0.8	0.0	1.0	0.0
As late June is in the rainy season, the air was quite clean.	0.8	0.0	1.0	0.0
The hotel's breakfast buffet is bountiful and delicious, and the prices reasonable.	0.8	0.0	1.0	0.0
Our room was small, but very clean and had a nice high ceiling and a safe.	0.8	0.0	1.0	0.0
By international standards, the price of the room was very reasonable.	0.8	0.0	1.0	0.0
We recommend visiting the excavation of the Aztec pyramids next to the national cathedral, about a five minute walk from the hotel.	0.8	0.0	1.0	0.0
Also, the food at the nearby Cafe de Tacuba is excellent.	0.8	0.0	1.0	0.0
