text	LAPTOP#GENERAL	LAPTOP#QUALITY	LAPTOP#OPERATION_PERFORMANCE	LAPTOP#DESIGN_FEATURES	LAPTOP#CONNECTIVITY	LAPTOP#MISCELLANEOUS	LAPTOP#PORTABILITY	LAPTOP#USABILITY	LAPTOP#PRICE
 I bought this laptop the moment unibody product came to the market. I also bought one for my wife, and 3 for my office. They are wonderful, but very dangerous when it comes to emitting heat. I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there. I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times. This is what they told me: It heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables. You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast. I also experience the same with my MacBook Air. So you might ask, what did Apple do for me? For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this). Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby. The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times. Sad very SAD.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 I had meant to purchase the NB205 and bought this one by accident (long story). I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop. Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone. So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message. I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use. Also the speakers are not very loud, But it is a netbook. Would HIGHLY recommend this netbook though.	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
 I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners. I custom ordered the machine from HP and could NOT understand the techie due to his accent. Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date. The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse. The computer was two weeks late in delivery because HP forgot to complete the required import paperwork. My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use. Although my model was listed as recalled, HP denied my claim. Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed. I visited the Apple Store and was impressed with the 17-inch MacBook Pro. The quality, engineering design and warranty are superior--covers damage from dropping the laptop. If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
 This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice... I bought it from HSN because it was "bundled" with extra software, but as it turns out, that software just crashes it more often..... If you shop around in the current market you can find a much better deal. The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
 Unable to boot up this brand new laptop. Spent 2 hours on phone with HP Technical Support. They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. They are asking me to ship the unit back to fix it at their site. I am going to go back and return at Store I bought from!	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 This computer had exactly the specifications I needed. Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips. The perfect notebook... When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed. The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port. Called tech support and got the usual Acer "We don't support software but for $$$ we can help you" I explained there was no software involved in booting. No, tey don't even support their own bios and it "could be a problem with the bios" How can a company that makes a fairly decent product get away with such insanity??!! Needless to say a PC that can't support a cell phone is less than useless!	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
 With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone. I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION. Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working. Call tech support, standard email the form and fax it back in to us. I called back to ensure that received it, they had. But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!! Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time. This was the 3rd day and part still had not been shipped. Asked the customer service rep. If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step. The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question. Was searching online for a power supply when I found this site. I'm tired of the inept service. If you are looking for a netbook pc DO NOT BUY FROM ASUS!!! Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small. I'M REALLY FRUSTRATED BY THIS EXPERIENCE. HOW DOES THE POWER SUPPLY NOT WORK!!! I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking. I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv. It pretty much does everything we could ever need, and looks great to boot. Apple is always great about the aesthetics of things, they always come up with good looking products. It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better. So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs! It's great and we will always stick with Apple computers, we have been so happy with them.	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
 I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers). The 13" MacBook Pro is portable, durable, and very capable. It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours. It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb. It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics. It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing). The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing. Typically, when I purchase a new laptop I always end up using an external mouse for convenience. However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming). Still, this laptop is perfect for all day use at school and work. They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
 Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
 First, it does not have a push button to open the lid. It is held in place magnetically. There is a little indent to help open it - but good luck with that. Once open, the leading edge is razor sharp. This is the complete opposite to an ergonomic design. Using this machine is like a mild form of torture. In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con). The much lauded combined touch pad and clicker is a nightmare. I lost two items I was working on until I figured out what was happening. Also, the space bar makes a noisy click every time you use it. I hate to say this, but if I could take this back to the shop and get my money back, then I would. It is absolutely horrible to use, despite all its so called advanced features. I regret buying it before understanding how awful it is to use. Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac. It's a bummer and one out of five is being kind. My Mac has gone from being a trusted friend to an adversary. I'm going to try and keep my old G4 on the road for as long as possible. In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
 This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size. But the screen size is not that bad for email and web browsing. I like this machine because its very lightweight... very convenient when you travel and the battery life is excellent... 10 hours of battery life is really something else.... I highly recommend that you buy this product.	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
 I've owned every "Pro" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had. It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents! I Hate it!	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 It is the easiest computer I have ever used I have had some excellent computer and have found I had no idea what to do with them I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down I LOVE IT! I can't say enough good for it!	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 It's A MAC!! I fine Apple MC373LL/A 2.66GHz 15" Macboook Pro Notebook meets all my needs for a laptop computer when on the go. I like to use it at the race track to handiecap the horse races. It's face and depanable. As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art ..... it's just a great toy to have around.	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
 very very slow laptop. tons of bloatware and junk programs. can't reinstall with standard os cd because of proprietary hardware drivers. keys are all in weird places and is way too large for the way it is designed. lots of extra space but the keyboard is ridiculously small.	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
 Amazing machine. It is a big big, but since it has a 18.4" screen what would you expect! It is truly a Desktop Replacement. Very fast and efficient! Does a great job with video shot on a Canon 5D MKII. Very happy with my 7th Toshiba laptop!	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
 The touchpad is very intuitive, so much so that I never want to use buttons to click again! The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC. Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie. I especially appreciate the fact that it has almost zero viruses and spyware problems! The only drawback for me is how dirty the screen gets, and rather quickly too. I'm hoping that I can find a really quick way to clean it without it getting too gross. I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program. Now I have the best of both worlds with all of the power and ease of the Mac! I also got the added bonus of a 30" HD Monitor, which really helps to extend my screen and keep my eyes fresh!	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
 I never have had a good result with this computer. I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad. They told me it was my loss even though it was the computer, not  what I've done. The hard drive crashed as well, and I had to buy a new  power cord. They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life. I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth. I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 I just bought this laptop 3 days ago. The right speaker did not work. I took it back to the store and exchanged it for another one. Again, the same problem, the right speaker did not work. I returned the 2nd laptop for a full refund.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 the mouse pad and buttons are the worst i've ever seen. sometimes you will be moving your finger and the pointer will not even move. the mouse buttons are hard to push. i cant believe HP put this out. do not buy you will be disappointed. i'm returning mine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 dell is a decently made pc. although its windows vista compared to windows xp sucks. the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side. with the switch being at the top you need to memorize the key combination rather than just flicking a switch. so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
 I love HP,, it's the only computer/printer we will buy. Got this for a graduation gift for my daughter for her to use at college. This is perfect for her field.	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
 At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
 Strengths:Well-shaped Weaknesses:A bad videocard! Posted Nov 8, 2010 - Two weeks ago I bought this notebook. What can I say. The first programm I switched on was a game for my children. After 20-30 min the screen of the notebook switched off. It was still working, but there was nothing on the screen. I was said it's videocard. Very disappointed! Didn't expect to repair it at once! Going to bring it to service today. Don't buy this model.	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
 An absolutely hateful machine that no one should get of their own free will. I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs. Mine came at $1,700 w/o a DVD burner (!). Enough said. The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk. The 4 USB ports are nice, but the two on the side only work now and then. Keyboard could use some trimming. Did I mention everything about it, from size to weight to keyboard screams BULK?	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
 I'm glad I made the choice to switch and buy this MAC. The benefits were immediate! Awesome graphics! Applications respond immediately (not like the tired MS applications). I can actually get work done with this MAC, and not fight with it like my tired old PC laptop. The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation! The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)! After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer. This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)! I've saved a lot of time and headaches so far, using my new MacBook Pro. I am definitely sold, and not going back to PCs for home use!	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 I previously owned an HP desktop and a Dell laptop. Both computers started acting extremely slow within the first year of owning them. I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it. I especially like the backlit keyboard. It makes doing schoolwork at night so much easier. It is also very lightweight, making transporting this computer very easy. The graphics on this computer are also stellar - very clear and vivid. The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned. I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike. The program came with the computer and works beautifully. I definitely will buy a Mac again if and when this computer ever fails.	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
 My hp G60-244dx died after only 16 months. It started out getting hot after only a few months. I should have sent it back to them then. At 16 months it started shutting off after only 5 or 10 minutes. I use a cooling pad but it doesn't help. I took it to the shop and they said It would cost too much to repair it. I had a toshiba for 10 years. I'll stick to Tashiba.	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
 I will have to say that I love my MacBook Pro! It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing. I have used different laptops in the past and I have to rate this one way above the rest. This is now my 3rd MacBook Pro and I really honestly love it! The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook! The MacBook Pro is very sturdy and versatile. I love it! I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more! We are addicted to the Mac. This is a great laptop and I would recommend it to anyone. The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it! Great laptop that offers many great features! Lightweight and the screen is beautiful!	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
 I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops. It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops. Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations. Buy it, love it, and I promise you won't regret it.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 This computer is good for 10 days then it sucks for the rest of your life. Don't waste their money, save it and but a mac. You will regret it if you buy any dell. Dell sucks	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 The only pro to this computer is it was under $600! Everything is falling apart internally and externally. I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program. With in weeks of purchasing my computer is began to slow down. I am constantly trying to uninstall programs, clean cookies, and delete unused files. Nightly my computer defrags itself and runs a virus scan. More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed. It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works. I have Vista, so I am unable to install and uninstall  some programs. I can't even install one of the 3 printers I have in my house so I am unable to print. Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare. In short I would never buy a Compaq again. My last computer, a Toshiba, cost only $400, and worked like a charm for many years.	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
 I bought this laptop on Saturday and am completely in love with it! It was super easy to set up and Is really easy to get used to. The online tutorial videos make it super easy to learn if you have always used a PC. I now travel with this laptop and my work PC. I love the Mac so much better than my work PC! I will never go back to Windows!	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 Never any doubt I would get a MacBook, just wasn't sure which one. After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook. The performance is awesome. I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 With all the goodies inside this machine, it is a value. It is very well built. The keyboard is top notch. The touch pad is among the best. The screen is huge and coloful, but no LED backlighting. The video card is great for media, and above average for gaming, but not a gamers first choice. The problem I had with this unit was unresolvable. It had a cooling system malfunction after 10 minutes of general use, and would not move past this error. I realize that not every unit has this issue, but the ones that do cannot be repaired. I acually believe the issue is with the Nvidia grafics card, but still requires a return. Instead of taking another chance on Toshiba, I went with an Asus G73JH-x3. They offer the best warranty in the business, and don't 3rd party it out like Toshiba. For the same price, you get a lot more in the Asus....1920x1080 res./ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen... Sorry Toshiba, but 1st impressions do count for something.	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
 I got the black MacBook two years ago and have never regretted it. It was a hard decision for me since the MacBook Pro looked so appealing. But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming. So this was great for me. It has just enough RAM to run smoothly and enough memory to satisfy my needs. Plus it is small and reasonably light so I can take it with me to and from work. I also travel with it and it never gives me any problems. It was also cheaper than the Pro which made it even more appealing to me. Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros. But I am glad to have gotten mine right before they stopped making it. I look forward to years of use, it has held up well over the years and it fits my needs very well.	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
 I bought this laptop about a month ago to replace my compaq laptop. I paid about the same for my Toshiba as I did for the compaq a few years back. The difference is the Toshiba had a lot more memory and hard drive space. It's super fast and a great value for the price! I would definitely recommend checking out this laptop if you are in the market for one.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard. Bought this gateway M-50 or 150 early 2007. A MONTH LATER, we reinstall the OS (Vista). A coupla months later, they change my hard drive. A month or so ago, the freaking motherboard just died. Went silently. One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does. THE MOTHERBOARD IS DEAD ! And I'm still paying the bloody financing, for a product which didn't last me at least three years !	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 I initially purchased my Macbook Pro 13" in April, and I loved it. I had never owned a Mac before; I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive. I was so happy with my new Mac. for 2 months. Then the hard drive failed; my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers! So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely. I can't even turn it off. It's catatonic. Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's "like new," I might have 8 months next time. Oh, boy! I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine. I'm going back to PC. At least those computers didn't just die on me like this one.	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
 Great battery, speed, display. It WORKS! I always swore by PCs and would never consider a MAC. As it turns out, I just didn't know any better. My house is now 100% Macbook. The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc. THIS is what a laptop is supposed to be.	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
 I thought the price was great for the specs. But after using it a couple of weeks, the overall operation is poor. I hate the display screen and I have done everything I could do the change it. The keyboard is too slick. I really don't like it, but I am stuck.	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
 Dell Latitude d620 is not a reliable machine. The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes. Later it held zero charge and its replacement worked for less than three months. The machine is slow to boot up and occasionally crashes completely.	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 This is the first Apple product that I have purchased. VERY disappointing: I was not aware that this product cannot display websites that contain Flash. About 1/2 of the sites I need to visit because of my work contain some type of Flash. Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING. One of the primary reasons why I purchased an IPad was to store photographs so that I could show to my customers. After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line. I go to purchase it on line, and I find out that the device will not be available until almost two months later! I now realize that my $900 would have been better spent on a Windows laptop.	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
 HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
 My MacBook is probably the best investment I have ever made. I have had it for almost four years now and I have only had a few problems with it. The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead. If you had PC for four years I can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer. I love this computer. Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done. Everything is so easy to use, Mac software is just so much simpler than Microsoft software. The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to. Games being the main issue. It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software. I feel that enough people have Macs these days and that companies need to start making things more compatable than they used to be. Other than that I don't have one complaint in the world!	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
